1.0, 0.0, 0.14030576563241162, True
1, 1, 1, 1
1.0, 0.0, 0.04870416870111292, True
1, 1, 1, 1
1.0, 0.0, 0.02894860114310254, True
1, 1, 1, 1
1.0, 0.0, 0.019782408974525267, True
1, 1, 1, 1
1.0, 0.0, 0.003254516346017836, True
1.0, 0.0, 0.02618017507252085, True
1, 1, 1, 1
1.0, 0.0, 0.026224060998699512, True
1, 1, 1, 1
1.0, 0.0, 0.02494067021962886, True
1.0, 0.0, 0.10502326835502054, True
1, 1, 1, 1
1.0, 0.0, 0.02449058511275562, True
1, 1, 1, 1
1.0, 0.0, 0.13602925159687168, True
1, 1, 1, 1
1.0, 0.0, 0.024465362715769767, True
1, 1, 1, 1
1.0, 0.0, 0.16634292576138374, True
1, 1, 1, 1
1.0, 0.0, 0.02438880201115995, True
1, 1, 1, 1
1, 1, 1, 1
1.0, 0.0, 0.14653652815280158, True
1, 1, 1, 1
1.0, 0.0, 0.02389834758404008, True
1, 1, 1, 1
1.0, 0.0, 0.08525784282359658, True
1.0, 0.0, 0.08294158071491581, True
1.0, 0.0, 0.003128841056265208, True
1, 1, 1, 1
1, 1, 1, 1
1.0, 0.0, 0.02059964403936035, True
1, 1, 1, 1
1.0, 0.0, 0.14391008411295697, True
1.0, 0.0, 0.006997026216744917, True
1, 1, 1, 1
1, 1, 1, 1
1.0, 0.0, 0.02818844734293713, True
1, 1, 1, 1
1.0, 0.0, 0.028839105329938386, True
1, 1, 1, 1
1.0, 0.0, 0.02729746104898173, True
1.0, 0.0, 0.03194138198782864, True
1, 1, 1, 1
1.0, 0.0, 0.03049869471690375, True
1, 1, 1, 1
1.0, 0.0, 0.030500767378792648, True
1, 1, 1, 1
1.0, 0.0, 0.032280909869046526, True
1, 1, 1, 1
1.0, 0.0, 0.030633840657984468, True
1, 1, 1, 1
1, 1, 1, 1
1, 1, 1, 1
1.0, 0.0, 0.020236205665219276, True
1, 1, 1, 1
1.0, 0.0, 0.02346553787881006, True
1, 1, 1, 1
1, 1, 1, 1
1.0, 0.0, 0.01859572888341282, True
1.0, 0.0, 0.3257837238777138, True
1, 1, 1, 1
1.0, 0.0, 0.024655559424619056, True
1, 1, 1, 1
1.0, 0.0, 0.27194086217384317, True
1, 1, 1, 1
